cont_id|transaction_id|transaction_date|prod_id|prod_family|prod_sub_family|prod_category|prod_name
102700031|102700475|4/26/2020|790250924|ACCESSORIES|TEXTILES||EVASION COLLECTION
102700031|102700475|4/26/2020|790250929|ACCESSORIES|TEXTILES||EVASION COLLECTION
102700031|102700474|4/26/2020|102700766|ACCESSORIES|RUGS||RUGS - C115 - 608
100101714|100103755|4/25/2020|102800264|ARMCHAIRS|OTTOMANS|FABRICS|SPOUTNIK LOUNGE
100101714|100103755|4/25/2020|100500673|ARMCHAIRS|INDEPENDENT ARMCHAIRS|FABRICS|SPOUTNIK LOUNGE
100202953|100203441|4/25/2020|102700011|SOFAS|SECTIONALS|LEATHER|SCENARIO
100202953|100203441|4/25/2020|100400718|SOFAS|OTTOMANS (C)|LEATHER|SCENARIO
101107594|101103276|4/25/2020|790088376|SOFAS|MODULAR SOFAS|COM|SOLSTICE
100202953|100203441|4/25/2020|100301876|SOFAS|SECTIONALS|LEATHER|SCENARIO
101107594|101103276|4/25/2020|790088576|SOFAS|MODULAR SOFAS|COM|SOLSTICE
100202953|100203441|4/25/2020|102700009|SOFAS|SECTIONALS|LEATHER|SCENARIO
101107594|101103276|4/25/2020|790088387|SOFAS|MODULAR SOFAS|COM|SOLSTICE
100201740|100203440|4/24/2020|790268461|TABLES|DINING TABLES|GLASS|AXEL - GLASS
102200007|102202138|4/24/2020|790235949|COMPLEMENTARY PIECES|CONSOLES|FINISH|MAISON LACROIX (ONYX FINISH)
101504839|101201898|4/23/2020|101201441|CHAIRS|BRIDGES|FABRICS|QUADRILLE
100408238|100404259|4/23/2020|100301804|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100408238|100404259|4/23/2020|100059419|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100408238|100404259|4/23/2020|100301812|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
102700463|102700473|4/23/2020|102700747|COMPLEMENTARY PIECES|TV/HIFI UNITS|FINISH|GLOBO CASEGOODS
100408238|100404259|4/23/2020|100301799|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100408238|100404259|4/23/2020|101700905|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100408238|100404259|4/23/2020|100301802|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
101504839|101201898|4/23/2020|790245413|COMPLEMENTARY PIECES|DRESSING TABLES|FINISH|REPERTOIRE (BEDROOM)
100408238|100404259|4/23/2020|100301991|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (2/2)
101502398|101504209|4/23/2020|790141057|CHAIRS|BRIDGES|SYNTHETIC LEATHER|STEEPLE CHAIR
100408238|100404259|4/23/2020|100301993|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (2/2)
101502398|101504209|4/23/2020|790141057|CHAIRS|BRIDGES|SYNTHETIC LEATHER|STEEPLE CHAIR
101504839|101201898|4/23/2020|101201436|COMPLEMENTARY PIECES|CHESTS OF DRAWERS|FINISH|GLOBO WITH CAST ALUMINIUM LEGS
100408238|100404259|4/23/2020|100301808|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100408238|100404259|4/23/2020|790269319|SOFAS|SOFA COMPLEMENTARY UNITS|OPTIONAL|MAH JONG (1/2)
100408238|100404259|4/23/2020|102700051|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
102201155|102202149|4/23/2020|790189708|ACCESSORIES|WALL DECORATION||MIRRORS - C115 - 25
100408238|100404259|4/23/2020|100301797|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
102201155|102202149|4/23/2020|102700743|CHAIRS|CHAIRS|FABRICS|STEEPLE CHAIR
102200693|102202150|4/23/2020|100061165|CHAIRS|STOOLS|FABRICS|JUMPER
100408238|100404259|4/23/2020|100059412|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100408238|100404259|4/23/2020|100301801|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100408238|100404259|4/23/2020|100059463|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
101201388|101201894|4/22/2020|100301885|SOFAS|SOFA COMPLEMENTARY UNITS|FABRICS|MAH JONG OUTDOOR
100017863|100021637|4/22/2020|100301886|SOFAS|SOFA COMPLEMENTARY UNITS|FABRICS|MAH JONG OUTDOOR
101201388|101201894|4/22/2020|100301886|SOFAS|SOFA COMPLEMENTARY UNITS|FABRICS|MAH JONG OUTDOOR
101201388|101201895|4/22/2020|102700088|SOFAS|SECTIONALS|LEATHER|SCENARIO
101201388|101201894|4/22/2020|100059714|SOFAS|MODULAR SOFAS|OPTIONAL|MAH JONG OUTDOOR
101201388|101201895|4/22/2020|102700010|SOFAS|SECTIONALS|LEATHER|SCENARIO
101201388|101201894|4/22/2020|101200429|SALON COMPLEMENTS|COUSSIN|CAT 20|MAH JONG OUTDOOR
100603480|100603570|4/22/2020|100601172|ACCESSORIES|RUGS||RUG - C218 - 608
101201388|101201895|4/22/2020|102200323|SOFAS|SECTIONALS|LEATHER|SCENARIO
101201388|101201894|4/22/2020|100301887|SOFAS|SOFA COMPLEMENTARY UNITS|FABRICS|MAH JONG OUTDOOR
101201388|101201894|4/22/2020|100301824|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG OUTDOOR
100603480|100603570|4/22/2020|100301892|CHAIRS|CHAIRS|FABRIC|NATIV COLLECTION - IDENTITIES
101201388|101201894|4/22/2020|100301828|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG OUTDOOR
102200838|100021638|4/22/2020|100301930|SOFAS|OTTOMANS (C)|FABRIC|EDITO
100017863|100021637|4/22/2020|101601011|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG OUTDOOR
100603480|100603570|4/22/2020|790230779|TABLES|DINING TABLES|FINISH|AQUA
101201388|101201895|4/22/2020|101200075|ACCESSORIES|NULL||HIP HOP GM
101201388|101201895|4/22/2020|100201043|TABLES|DINING TABLES|FINISH|CIGALE
101201388|101201894|4/22/2020|100059717|SOFAS|MODULAR SOFAS|OPTIONAL|MAH JONG OUTDOOR
101201388|101201894|4/22/2020|101200448|SOFAS|MODULAR SOFAS|OPTIONAL|MAH JONG OUTDOOR
101201388|101201894|4/22/2020|100301888|SOFAS|SOFA COMPLEMENTARY UNITS|FABRICS|MAH JONG OUTDOOR
101201388|101201895|4/22/2020|101200074|ACCESSORIES|NULL||HIP HOP MM
101201388|101201894|4/22/2020|100301826|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG OUTDOOR
102400732|102400728|4/22/2020|790241715|COCKTAIL TABLES|FIXED COCKTAIL TABLES|FINISH|SILVER TREE
101201388|101201895|4/22/2020|102200322|SOFAS|OTTOMANS (C)|LEATHER|SCENARIO
101201388|101201895|4/22/2020|101201439|CHAIRS|CHAIRS|SYNTHETIC LEATHER|KASUKA
101201388|101201895|4/22/2020|102500159|SOFAS|SECTIONALS|LEATHER|SCENARIO
102200838|100021638|4/22/2020|100301898|ARMCHAIRS|INDEPENDENT ARMCHAIRS|FABRIC|EDITO
101201388|101201894|4/22/2020|100301822|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG OUTDOOR
100017863|100021637|4/22/2020|100059717|SOFAS|MODULAR SOFAS|OPTIONAL|MAH JONG OUTDOOR
102400732|102400728|4/22/2020|790241714|COCKTAIL TABLES|FIXED COCKTAIL TABLES|FINISH|SILVER TREE
100017863|100021637|4/22/2020|100301824|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG OUTDOOR
101201388|101201894|4/22/2020|100301819|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG OUTDOOR
100017863|100021637|4/22/2020|102200480|SOFAS|SOFA COMPLEMENTARY UNITS|FABRICS|MAH JONG (1/2)
101201388|101201894|4/22/2020|100301829|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG OUTDOOR
101201388|101201894|4/22/2020|102600112|COCKTAIL TABLES|NULL|FINISH|CUTE CUT
102200838|100021638|4/22/2020|790254784|COMPLEMENTARY PIECES|END TABLES|TOPS|IVRESSE
101201388|101201894|4/22/2020|100301820|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG OUTDOOR
101201388|101201894|4/22/2020|100301817|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG OUTDOOR
101201388|101201894|4/22/2020|100059712|SOFAS|MODULAR SOFAS|OPTIONAL|MAH JONG OUTDOOR
101201388|101201895|4/22/2020|790142613|SOFAS|SOFA COMPLEMENTARY UNITS|AS SHOWN|SCENARIO
101201388|101201895|4/22/2020|101200073|ACCESSORIES|NULL||HIP HOP PM
101201388|101201894|4/22/2020|100301827|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG OUTDOOR
102500882|102501366|4/21/2020|101700874|SOFAS|LOUNGE CHAIRS|LEATHER|SCENARIO
102700409|102700472|4/21/2020|790283931|ACCESSORIES|DECORATIVE OBJECTS||DECO OBJECTS  - C119 - 611
100504154|100503984|4/21/2020|100500867|SALON SIEGES|SALON D'ANGLE||SPARE PART
100504154|100503984|4/21/2020|100500868|SALON SIEGES|SALON D'ANGLE||SPARE PART
101107597|101103273|4/21/2020|102500586|TABLES|DINING TABLES|FINISH|TRACK
102500882|102501366|4/21/2020|102700017|SOFAS|SECTIONALS|LEATHER|SCENARIO
102500882|102501366|4/21/2020|102700017|SOFAS|SECTIONALS|LEATHER|SCENARIO
100407852|100404058|4/21/2020|100200329|MISCELLANEOUS|NULL||FABRIC
102500882|102501366|4/21/2020|102700017|SOFAS|SECTIONALS|LEATHER|SCENARIO
102500882|102501366|4/21/2020|101700874|SOFAS|LOUNGE CHAIRS|LEATHER|SCENARIO
102700409|102700472|4/21/2020|790283920|ACCESSORIES|DECORATIVE OBJECTS||DECO OBJECTS  - C119 - 611
101107597|101103273|4/21/2020|100059751|CHAIRS|CHAIRS|FABRIC|CIRCA
102500882|102501366|4/21/2020|102700017|SOFAS|SECTIONALS|LEATHER|SCENARIO
102500882|102501366|4/21/2020|101700874|SOFAS|LOUNGE CHAIRS|LEATHER|SCENARIO
100407852|100404058|4/21/2020|100401313|CHAIRS|CHAIRS|FABRIC|BEL AMI CHAIR
102500882|102501366|4/21/2020|101700874|SOFAS|LOUNGE CHAIRS|LEATHER|SCENARIO
101701862|101703609|4/21/2020|790082045|COMPLEMENTARY PIECES|CONSOLES|GLASS|FLEUR DE FER COLLECTION
102700031|102700471|4/20/2020|790250924|ACCESSORIES|TEXTILES||EVASION COLLECTION
100017646|100021634|4/20/2020|100059630|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
102700031|102700471|4/20/2020|790250929|ACCESSORIES|TEXTILES||EVASION COLLECTION
100017487|100021633|4/20/2020|790281386|ACCESSORIES|TEXTILES||AKI- BLUE COLLECTION
100202895|100203439|4/20/2020|790193147|COMPLEMENTARY PIECES|BEDSIDE TABLES|FINISH|GLOBO WITH CAST ALUMINIUM LEGS
100017487|100021633|4/20/2020|100301604|ACCESSORIES|NULL|FABRICS|MAH JONG (1/2)
102700031|102700471|4/20/2020|790250914|ACCESSORIES|TEXTILES||EVASION COLLECTION
100017487|100021633|4/20/2020|790281395|ACCESSORIES|TEXTILES||AKI- BLUE COLLECTION
100017487|100021633|4/20/2020|100301980|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100017487|100021633|4/20/2020|101801167|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100017487|100021633|4/20/2020|100301861|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG KENZO TAKADA - NO GAKU COLLECTION
100017778|100021632|4/20/2020|790197858|CHAIRS|CHAIRS|FABRICS|DYNA
100001537|102800611|4/20/2020|101102540|OFFICES|DESKS|FINISH|FURTIF
100017042|100021631|4/20/2020|100102064|SOFAS|OTTOMANS (C)|FABRIC|BUBBLE 2
100017487|100021633|4/20/2020|100062465|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100017778|100021632|4/20/2020|101700893|SOFAS|STRAIGHT SOFAS|LEATHER|DIGITAL
100407975|100404256|4/20/2020|100500932|ARMCHAIRS|OTTOMANS|FABRIC|APEX
100017487|100021633|4/20/2020|100062464|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100006983|100021630|4/20/2020|100060233|COCKTAIL TABLES|FIXED COCKTAIL TABLES|FINISH|QUARTET
100017778|100021632|4/20/2020|790184687|TABLES|DINING TABLES|METAL|VOILES
100017487|100021633|4/20/2020|100062467|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100017487|100021633|4/20/2020|100062463|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100017487|100021633|4/20/2020|100301813|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100202895|100203439|4/20/2020|790193147|COMPLEMENTARY PIECES|BEDSIDE TABLES|FINISH|GLOBO WITH CAST ALUMINIUM LEGS
100017487|100021633|4/20/2020|100301872|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG KENZO TAKADA - NO GAKU COLLECTION
100017487|100021633|4/20/2020|100062466|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100006983|100021630|4/20/2020|100060233|COCKTAIL TABLES|FIXED COCKTAIL TABLES|FINISH|QUARTET
101700946|102800661|4/20/2020|790268464|TABLES|DINING TABLES|GLASS|AXEL - GLASS
102700381|102700469|4/18/2020|101503357|STORAGE UNITS|SIDEBOARDS|FINISH|SPEED UP 2 DAQUACRYL®
100603424|100603569|4/18/2020|100400790|SOFAS|SECTIONALS|LEATHER|SCENARIO
102700381|102700469|4/18/2020|100059674|ARMCHAIRS|INDEPENDENT ARMCHAIRS|FABRICS|NATIV COLLECTION - DOT
100015072|100021629|4/18/2020|100200774|DECO COUSSINS|NULL|G1|VOYAGE IMMOBILE 2
100015072|100021629|4/18/2020|100062539|SOFAS|MODULAR SOFAS|FABRIC|VOYAGE IMMOBILE 2
102700381|102700469|4/18/2020|790052469|ARMCHAIRS|INDEPENDENT ARMCHAIRS|SPLIT LEATHER|IBIZA
100603424|100603569|4/18/2020|101200415|SOFAS|OTTOMANS (C)|LEATHER|SCENARIO
102700381|102700470|4/18/2020|102700764|TABLES|DINING TABLES|TOPS|AXEL - CERAMIC
100603424|100603569|4/18/2020|101200418|SOFAS|SECTIONALS|LEATHER|SCENARIO
100015072|100021629|4/18/2020|101201265|SOFAS|SOFA COMPLEMENTARY UNITS|FABRIC|VOYAGE IMMOBILE 2
100603424|100603569|4/18/2020|101200416|SOFAS|SECTIONALS|LEATHER|SCENARIO
102700381|102700469|4/18/2020|790157882|TABLES|DINING TABLES|LEGS|CHRONOS ANODISED
100015072|100021629|4/18/2020|100062534|SOFAS|MODULAR SOFAS|FABRIC|VOYAGE IMMOBILE 2
102200265|102202147|4/17/2020|100059825|ARMCHAIRS|INDEPENDENT ARMCHAIRS|FABRIC|BUBBLE PIVOTING ARMCHAIR
102200265|102202147|4/17/2020|102200616|ARMCHAIRS|INDEPENDENT ARMCHAIRS|FABRIC|BUBBLE PIVOTING ARMCHAIR
101106273|101103272|4/17/2020|100900065|MEUBLE CHAMBRE ADULTE|NULL||SPARE PART
100408356|100404255|4/17/2020|100401474|ARMCHAIRS|RELAX ARMCHAIRS|LEATHER|CENTO OFFICE
100016186|100021628|4/17/2020|100062538|ACCESSORIES|TEXTILES||AKI- BLUE COLLECTION
101500572|101201893|4/16/2020|101201414|ARMCHAIRS|INDEPENDENT ARMCHAIRS|LEATHER|BERGAMOTE
101500572|101201893|4/16/2020|101201422|SOFAS|MODULAR SOFAS|FABRIC|SATELLITE 2
101500572|101201893|4/16/2020|101201424|SOFAS|MODULAR SOFAS|FABRIC|SATELLITE 2
101500572|101201893|4/16/2020|790274923|SOFAS|SECTIONALS|AS SHOWN|EDITO CORNER
100408354|100404254|4/16/2020|790150246|SOFAS|STRAIGHT SOFAS|FABRIC|SCENARIO
101500572|101201893|4/16/2020|101201421|SOFAS|MODULAR SOFAS|FABRIC|SATELLITE 2
101500572|101201893|4/16/2020|101201425|CHAIRS|BRIDGES|FABRICS|CELESTE
101500572|101201893|4/16/2020|101201423|SOFAS|MODULAR SOFAS|FABRIC|SATELLITE 2
102700473|102700468|4/15/2020|102700763|ARMCHAIRS|OTTOMANS|FABRIC|THEMES
100017874|100021627|4/15/2020|100301795|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100017874|100021627|4/15/2020|100200952|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100408238|100404253|4/15/2020|790174186|CHAIRS|BRIDGES|FINISH|AVA
100017874|100021627|4/15/2020|102700042|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
102700473|102700468|4/15/2020|790272090|ACCESSORIES|RUGS||RUGS - C118 - 608
100017874|100021627|4/15/2020|102700041|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100017408|100021625|4/15/2020|100061741|STORAGE UNITS|SIDEBOARDS|FINISH|SPEED UP 2 DAQUACRYL®
100017874|100021627|4/15/2020|100059463|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100017874|100021627|4/15/2020|100301811|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
102700473|102700468|4/15/2020|102700756|ARMCHAIRS|OTTOMANS|FABRIC|THEMES
100408238|100404253|4/15/2020|790174186|CHAIRS|BRIDGES|FINISH|AVA
100408238|100404253|4/15/2020|790174186|CHAIRS|BRIDGES|FINISH|AVA
100017874|100021627|4/15/2020|101200893|SOFAS|SOFA COMPLEMENTARY UNITS|FABRICS|MAH JONG (1/2)
100408238|100404253|4/15/2020|790174186|CHAIRS|BRIDGES|FINISH|AVA
102700473|102700468|4/15/2020|102700761|ARMCHAIRS|OTTOMANS|FABRIC|THEMES
100017874|100021627|4/15/2020|100059413|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100506350|100504173|4/15/2020|100501011|COMPLEMENTARY PIECES|MISCELLANEOUS|FINISH|EDEN-ROCK (CASEGOODS)
100506350|100504173|4/15/2020|100500739|CHAIRS|BRIDGES|FABRIC|EDEN-ROCK
100506350|100504173|4/15/2020|790296102|TABLES|DINING TABLES|FINISH|EDEN-ROCK (CASEGOODS)
100017874|100021627|4/15/2020|101200893|SOFAS|SOFA COMPLEMENTARY UNITS|FABRICS|MAH JONG (1/2)
100408238|100404253|4/15/2020|790174186|CHAIRS|BRIDGES|FINISH|AVA
100506350|100504172|4/15/2020|790278487|ACCESSORIES|RUGS||RUG - C218 - 608
100506350|100504172|4/15/2020|102500148|CHAIRS|OTTOMANS|LEATHER|DOLPHIN
100408238|100404253|4/15/2020|790174186|CHAIRS|BRIDGES|FINISH|AVA
100017874|100021627|4/15/2020|100301850|SOFAS|SOFA COMPLEMENTARY UNITS|FABRICS|MAH JONG (1/2)
100408238|100404253|4/15/2020|790174186|CHAIRS|BRIDGES|FINISH|AVA
100408238|100404253|4/15/2020|790174186|CHAIRS|BRIDGES|FINISH|AVA
100408238|100404253|4/15/2020|790174186|CHAIRS|BRIDGES|FINISH|AVA
100408238|100404253|4/15/2020|790174186|CHAIRS|BRIDGES|FINISH|AVA
100017874|100021627|4/15/2020|100059406|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100017874|100021627|4/15/2020|100301798|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100017874|100021627|4/15/2020|100301805|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100408238|100404253|4/15/2020|790174186|CHAIRS|BRIDGES|FINISH|AVA
100408238|100404253|4/15/2020|790174186|CHAIRS|BRIDGES|FINISH|AVA
100017874|100021627|4/15/2020|102700060|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100506350|100504172|4/15/2020|102700251|SOFAS|ARMCHAIRS (C)|LEATHER|DIGITAL
100017874|100021627|4/15/2020|100301810|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100506350|100504173|4/15/2020|101701255|CHAIRS|CHAIRS|FABRIC|EDEN-ROCK
100408238|100404253|4/15/2020|790174186|CHAIRS|BRIDGES|FINISH|AVA
100017874|100021627|4/15/2020|100059971|SOFAS|SOFA COMPLEMENTARY UNITS|FABRICS|MAH JONG (1/2)
100408238|100404253|4/15/2020|790174186|CHAIRS|BRIDGES|FINISH|AVA
100506350|100504172|4/15/2020|790234666|MISCELLANEOUS|MISCELLANEOUS|OPTION|DOLPHIN
100017874|100021627|4/15/2020|102700061|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100408238|100404253|4/15/2020|790174186|CHAIRS|BRIDGES|FINISH|AVA
100408238|100404253|4/15/2020|790174186|CHAIRS|BRIDGES|FINISH|AVA
100017874|100021627|4/15/2020|101700907|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100017874|100021627|4/15/2020|102500928|ACCESSORIES|NULL||ROCKFORD RUG
100017874|100021627|4/15/2020|102800774|SOFAS|SOFA COMPLEMENTARY UNITS|FABRICS|MAH JONG (1/2)
100017874|100021627|4/15/2020|100301849|SOFAS|SOFA COMPLEMENTARY UNITS|FABRICS|MAH JONG (1/2)
100506350|100504173|4/15/2020|101601125|STORAGE UNITS|SIDEBOARDS|FINISH|EDEN-ROCK (CASEGOODS)
102600247|102600375|4/14/2020|100059469|CHAIRS|CHAIRS|FABRIC|AIDA
102600247|102600375|4/14/2020|790276326|SOFAS|MODULAR SOFAS|FABRIC|SATELLITE 2
102700474|102700466|4/14/2020|790278700|ACCESSORIES|DECORATIVE OBJECTS||DECO OBJECTS - C218 - 629
102700415|102700463|4/14/2020|790187666|ACCESSORIES|LIGHTING||LAMPS - C214 - 506
100407937|100404202|4/14/2020|100301797|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
102700474|102700466|4/14/2020|790164902|ACCESSORIES|WALL DECORATION||MIRRORS - C114 - 506
100407937|100404202|4/14/2020|100301811|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
102600247|102600375|4/14/2020|790276524|SOFAS|MODULAR SOFAS|FABRIC|SATELLITE 2
102600247|102600375|4/14/2020|102600175|SOFAS|MODULAR SOFAS|FABRIC|TEMPS CALME
102600247|102600375|4/14/2020|790267575|SOFAS|ARMCHAIRS (C)|FABRIC|ITINERAIRE
102700474|102700466|4/14/2020|790156371|CHAIRS|STOOLS|FABRICS|UBLO COLLECTION
100407937|100404202|4/14/2020|100301797|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
102700397|102700465|4/14/2020|102700765|SOFAS|STRAIGHT SOFAS|FABRICS|ODEA 2
102700415|102700463|4/14/2020|790290026|COMPLEMENTARY PIECES|CONSOLES|LEGS|TENERE GLASS CROSSBARS
102600247|102600375|4/14/2020|790267296|SOFAS|SECTIONALS|FABRIC|ITINERAIRE
100017876|100021623|4/14/2020|790254428|COCKTAIL TABLES|FIXED COCKTAIL TABLES|BASE|TEA TIME / TIME LAMP CERAMIC
102700474|102700467|4/14/2020|790181741|ACCESSORIES|RUGS||RUGS - C214 - 622
102700397|102700464|4/14/2020|102800537|ARMCHAIRS|INDEPENDENT ARMCHAIRS|FABRIC|EDITO
100407937|100404202|4/14/2020|100301811|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
102700474|102700466|4/14/2020|100054075|MEUBLE SALLE A MANGER|CHAISES ET BRIDGES|ADJUSTABLE HEIGHT|JOLLY
102600247|102600375|4/14/2020|101102951|SOFAS|OTTOMANS (C)|FABRIC|TEMPS CALME
102600247|102600375|4/14/2020|790267552|SOFAS|SECTIONALS|FABRIC|ITINERAIRE
102700415|102700463|4/14/2020|790278703|ACCESSORIES|DECORATIVE OBJECTS||DECO OBJECTS - C218 - 629
100407937|100404202|4/14/2020|100301797|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
102600247|102600375|4/14/2020|790276344|SOFAS|MODULAR SOFAS|FABRIC|SATELLITE 2
102600247|102600375|4/14/2020|100059998|COCKTAIL TABLES|FIXED COCKTAIL TABLES|FINISH|QUARTET
102600247|102600375|4/14/2020|790211131|CHAIRS|STOOLS|FINISH|CHISTERA STOOL
102700397|102700464|4/14/2020|102700633|CHAIRS|CHAIRS|FABRIC|CIRCA
100407937|100404202|4/14/2020|100301811|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
102700474|102700466|4/14/2020|790278688|ACCESSORIES|DECORATIVE OBJECTS||DECO OBJECTS - C218 - 629
102600247|102600375|4/14/2020|790276380|SOFAS|MODULAR SOFAS|FABRIC|SATELLITE 2
100407937|100404202|4/14/2020|100301811|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
100408184|100404246|4/14/2020|100301814|STORAGE UNITS|BARS|FINISH|LIFT
102700397|102700464|4/14/2020|102700759|SOFAS|OTTOMANS (C)|FABRIC|EDITO
100407937|100404202|4/14/2020|100301797|SOFAS|MODULAR SOFAS|FABRICS|MAH JONG (1/2)
102700474|102700466|4/14/2020|790161003|ACCESSORIES|RUGS||RUGS - C213 - 622
102600247|102600375|4/14/2020|102700468|SOFAS|MODULAR SOFAS|FABRIC|TEMPS CALME
100408184|100404246|4/14/2020|100301814|STORAGE UNITS|BARS|FINISH|LIFT
100017586|100021624|4/14/2020|100301898|ARMCHAIRS|INDEPENDENT ARMCHAIRS|FABRIC|EDITO
102700397|102700464|4/14/2020|102700762|ACCESSORIES|RUGS||RUGS - 622
102700474|102700466|4/14/2020|790091472|STORAGE UNITS|BARS|FINISH|UBLO BAR
100408184|100404246|4/14/2020|100301814|STORAGE UNITS|BARS|FINISH|LIFT
100408184|100404246|4/14/2020|100301814|STORAGE UNITS|BARS|FINISH|LIFT
102400728|102400727|4/14/2020|790184658|COMPLEMENTARY PIECES|MISCELLANEOUS|METAL|VOILES
102600247|102600375|4/14/2020|102800422|SOFAS|MODULAR SOFAS|FABRIC|TEMPS CALME
102700474|102700466|4/14/2020|100056685|ACCESSORIES|NULL||MYTHE
100506350|100504171|4/13/2020|790031273|BEDDING|BED BASES|MECHANICAL|NEW SWEET BED BASE
100506350|100504171|4/13/2020|100060447|BEDS|BEDS|LEATHER|CHERCHE MIDI BED
102201163|102202145|4/13/2020|100057753|ACCESSORIES|DECORATIVE OBJECTS||WALLPAPER
101600807|101201892|4/13/2020|790265876|ACCESSORIES|DECORATIVE OBJECTS||DECO OBJECTS - C217 - 676
100408147|100404248|4/13/2020|790234666|MISCELLANEOUS|MISCELLANEOUS|OPTION|DOLPHIN
101600807|101201892|4/13/2020|790265879|ACCESSORIES|DECORATIVE OBJECTS||DECO OBJECTS - C217 - 676
100506350|100504171|4/13/2020|100301898|ARMCHAIRS|INDEPENDENT ARMCHAIRS|FABRIC|EDITO
100506350|100504171|4/13/2020|790257388|BEDS|HEADBOARDS|LEATHER|COURCHEVEL
100202952|100203435|4/13/2020|100600544|CHAIRS|CHAIRS|FINISH|AMPLITUDE
102201370|102202144|4/13/2020|790045294|COMPLEMENTARY PIECES|BEDSIDE TABLES|STAIN|FLOW BEDROOM (CASEGOODS)
100506350|100504171|4/13/2020|790203773|CHAIRS|BRIDGES|TQP|TRAVELER OUTDOOR
100506350|100504171|4/13/2020|100500672|BEDS|BEDS|FABRICS|CONTRE-JOUR
102201370|102202144|4/13/2020|790045294|COMPLEMENTARY PIECES|BEDSIDE TABLES|STAIN|FLOW BEDROOM (CASEGOODS)
100506350|100504171|4/13/2020|101503357|STORAGE UNITS|SIDEBOARDS|FINISH|SPEED UP 2 DAQUACRYL®
102201370|102202144|4/13/2020|790045294|COMPLEMENTARY PIECES|BEDSIDE TABLES|STAIN|FLOW BEDROOM (CASEGOODS)
